symbol,revenuePerShare,trailingPE,earningsQuarterlyGrowth,previousClose,open,dayLow,dayHigh,volume,trailingEps,pegRatio,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare.1,earningsGrowth,revenueGrowth
JUBLFOOD.NS,81.157,135.05971,-0.182,450.3,451.55,447.25,456.25,2726715,3.35,7.752124646,7996689920,26078760960,53511380992,124.941,81.157,-0.18,0.035
TTML.NS,5.872,inf,1.272780739,78.25,78.45,78.25,80.2,3552388,-6.12,7.752124646,4783699968,1.99E+11,11484900352,118.1582281,5.872,1.072591783,0.05
AMBUJACEM.BO,162.387,65.38846,0.895,587.05,590.55,581.55,594.7,34901,9.01,7.752124646,56298061824,7451700224,3.22E+11,1.849,162.387,0.911,0.028
PAGEIND.NS,4145.681,71.42827,0.231,34092.85,34030,33910,34522.6,21283,482.3,1.09,7961510912,1861611008,46240645120,12.168,4145.681,0.231,0.005
MUTHOOTFIN.BO,216.262,13.73637,0.182,1434.45,1434.5,1415.35,1434.5,15546,103.63,-2.14,12331239082,6.57E+11,86817406976,267.445,216.262,0.19,0.235
CHOLAFIN.NS,94.813,28.0918,0.273,1074.2,1072.05,1066.2,1093.5,1861211,38.78,7.752124646,12331239082,1.20E+12,78376296448,756.702,94.813,0.246,0.335
ABB.NS,492.952,101.00541,0.109,5864.9,5875,5835.05,6034.05,514205,59.08,2.77,14897800192,489800000,1.04E+11,0.824,492.952,0.109,0.136
ASTRAL.NS,205.609,92.593124,0.22,1942.5,1940,1912.05,1956.75,519482,20.94,3.66,9560500224,978000000,55224999936,3.162,205.609,0.218,0.081
GUJGASLTD.NS,224.921,33.011856,-0.405,529.05,528.5,524.15,532.2,317477,16.02,1.68,18363799552,1545400064,1.55E+11,2.181,224.921,-0.406,0.066
NAUKRI.BO,192.484,277.75568,1.272780739,5304.5,5287.4,5065.7,5287.4,9172,18.87,0.2,7503560192,2742419968,24837019648,1.302,192.484,1.072591783,0.064
MARICO.BO,74.436,43.859028,0.168,500.45,500.85,495,504,512850,11.35,7.752124646,19380000768,4929999872,96150003712,10.706,74.436,0.17,-0.019
TORNTPHARM.BO,309.572,58.13848,0.565,2556.25,2550.05,2533.2,2569.55,1875,44.05,7.752124646,31158775808,44890001408,1.05E+11,66.93,309.572,0.567,0.097
SAIL.NS,258.225,17.310253,-0.22,129,127.9,126.2,132.1,34562870,7.51,0.41,1.15E+11,3.07E+11,1.07E+12,54.828,258.225,-0.221,-0.068
CADILAHC.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BALKRISIND.NS,465.756,35.336903,1.818,2309.55,2305,2259.35,2312.95,312505,64.41,7.752124646,20845549568,29159999488,90039599104,35.453,465.756,1.816,0.05
INDUSINDBK.BO,321.578,13.531205,0.172,1483.8,1473.05,1473.05,1520,130336,111.52,7.752124646,12331239082,4.05E+11,2.50E+11,118.1582281,321.578,0.168,0.221
AUROPHARMA.BO,475.61,21.596104,0.906,1028.1,1011.7,1006,1036.1,19952,47.24,1.14,48936873984,66486300672,2.79E+11,23.581,475.61,0.914,0.147
HAVELLS.BO,287.407,78.125,0.015,1485,1485,1465,1494.25,5541,18.8,1.78,16684975104,2684900096,1.80E+11,3.892,287.407,0.013,0.069
HINDPETRO.NS,3000.567,3.9715629,0.605,472.5,474.2,470.7,483.65,5073636,119.21,-1.63,2.47E+11,5.80E+11,4.26E+12,128.755,3000.567,0.602,0.011
SIEMENS.BO,572.04,88.496185,0.092,4945,4944.95,4865.5,4996.8,9539,56.39,7.752124646,23644999680,1752000000,2.04E+11,1.338,572.04,0.094,0.202
TATAMOTORS.BO,903.391,19.343405,1.375,964.85,965.9,950.5,986.25,497273,50.64,7.752124646,4.50E+11,1.28E+12,4.24E+12,210.024,903.391,1.072591783,0.25
PIIND.NS,493.785,36.10275,0.275,3751.1,3731,3731,3802.45,166905,105.01,1.91,18504749056,1808999936,74904002560,2.266,493.785,0.275,0.176
LUPIN.BO,428.085,40.978592,2.995,1612.2,1611.95,1598.85,1620.55,8230,39.24,7.752124646,31468650496,37846102016,1.95E+11,28.441,428.085,2.991,0.202
ALKEM.NS,1056.655,36.363117,0.308,4795.95,4829.1,4770.05,4829.1,138263,131.72,0.25,21934125056,14429599744,1.26E+11,14.113,1056.655,0.308,0.093
STARHEALTH.NS,231.259,40.159496,0.376,540.25,542,538,546,97491,13.48,7.752124646,11659430912,4700000256,1.35E+11,7.004,231.259,0.373,0.164
CADILAHC.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BANDHANBNK.NS,58.168,9.824325,1.522,180.45,181,180.45,182.85,14693153,18.5,0.52,12331239082,1.62E+11,93737672704,118.1582281,58.168,1.514,0.518
IDEA.NS,9.045,inf,1.272780739,12.8,12.8,12.75,13.6,468480904,-6.2,0.08,1.05E+11,2.41E+12,4.25E+11,118.1582281,9.045,1.072591783,0.006
TATAMTRDVR.BO,903.391,12.803748,1.375,637.6,641,627,652.15,20382,50.7,7.752124646,4.50E+11,1.28E+12,4.24E+12,210.024,903.391,1.072591783,0.25
ACC.NS,1029.935,56.17958,3.751,2438.85,2439.05,2415.55,2458,328664,43.49,4.78,24700059648,4068199936,1.93E+11,2.745,1029.935,3.75,0.083
BIOCON.NS,122.52,25.119522,1.272780739,248.7,250.2,248.45,254.7,5580543,10.04,0.65,33334249472,1.83E+11,1.46E+11,75.182,122.52,1.072591783,0.344
PNB.NS,33.467,17.687319,2.435,121.05,121,120.1,123.3,34979611,6.94,0.67,12331239082,8.33E+11,3.69E+11,118.1582281,33.467,2.453,0.308
SONACOMS.NS,51.976,83.30723,0.239,678.9,676.8,674.05,698.7,2335647,8.3,7.752124646,8151484928,3862200064,30432319488,15.494,51.976,0.235,0.158
HAL.NS,420.262,34.48396,0.092,3121.35,3114.05,3085,3209.9,2085836,91.95,7.752124646,59697573888,10900000,2.81E+11,0.004,420.262,0.092,0.07
UBL.NS,293.282,135.09367,1.272780739,1720.7,1718.05,1711.55,1740.9,236967,12.81,2.13,6052024832,154000000,77551796224,0.383,293.282,1.072591783,0.131
VOLTAS.NS,339.061,126.62901,1.272780739,1083.95,1090,1061.7,1090,935089,8.41,3.92,5117199872,5552699904,1.12E+11,9.648,339.061,1.072591783,0.309
DLF.BO,23.233,90.09365,0.265,857.5,859.6,856.7,869.9,55780,9.61,7.752124646,17522585600,33166299136,57482231808,8.761,23.233,0.262,0.018
LUPIN.NS,428.085,40.984962,2.995,1611.65,1611,1599,1622.45,566293,39.24,0.58,31468650496,37846102016,1.95E+11,28.441,428.085,2.991,0.202
TATACOMM.NS,696.368,56.18498,-0.886,1908.2,1930,1900.25,1932.45,478386,34.22,7.752124646,36509249536,88123703296,1.98E+11,605.424,696.368,-0.886,0.244
AUROPHARMA.NS,475.61,21.59784,0.906,1028.25,1004,1004,1036.2,1429882,47.22,1.18,48936873984,66486300672,2.79E+11,23.581,475.61,0.914,0.147
IDBI.BO,13.245,16.38508,0.597,80.61,80.39,80.02,82.4,643811,4.96,7.752124646,12331239082,2.31E+11,1.43E+11,118.1582281,13.245,0.591,0.356
JINDALSTEL.NS,493.293,15.3134775,2.718,821.55,818.95,813.4,835.8,2059533,54.39,7.752124646,87892328448,1.35E+11,5.02E+11,32.2,493.293,2.723,-0.06
HINDALCO.BO,971.641,12.969676,0.711,539.6,540.95,537.55,550.4,88531,42.21,7.752124646,2.30E+11,6.45E+11,2.16E+12,64.833,971.641,0.711,-0.006
COLPAL.NS,203.738,58.47657,0.357,2679.15,2685.05,2674,2715,210389,46.31,9.34,18060593152,686700032,55410569216,3.895,203.738,0.358,0.081
GAIL.BO,203.252,14.188417,6.721,175,175.85,172.9,176,264749,12.26,7.752124646,1.08E+11,1.80E+11,1.34E+12,24.578,203.252,6.714,-0.033
COLPAL.BO,203.738,58.47981,0.357,2678.95,2699.95,2676,2715.1,2672,46.31,7.752124646,18060593152,686700032,55410569216,3.895,203.738,0.358,0.081
POLICYBZR.NS,70.919,inf,1.272780739,1139.4,1135,1118.05,1166.85,1317360,-0.12,7.752124646,-3109236224,2631915008,32171999232,4.656,70.919,1.072591783,0.427
NMDC.NS,70.531,9.275956,0.627,207.8,206,202,206.7,17863386,21.96,-1.1,74048299008,21433499648,2.07E+11,8.748,70.531,0.627,0.454
ABBOTINDIA.NS,2707.524,50.250816,0.26,27673.25,27810.25,26820.05,27983.65,21962,538.64,7.752124646,13658125312,915400000,57533599744,2.944,2707.524,0.26,0.083
MAXHEALTH.NS,53.528,68.05249,0.301,748.8,749.95,730.2,749.95,3277111,10.86,7.752124646,14376049664,6601900032,51975999488,8.414,53.528,0.297,0.17
VEDL.BO,389.362,21.499998,-0.183,273.3,273.7,269.9,274.35,520476,12.6,7.752124646,3.77E+11,7.51E+11,1.45E+12,178.783,389.362,-0.185,0.038
IOB.NS,4.647,43.786762,0.305,58.5,58.45,58.05,60.75,11817087,1.36,7.752124646,12331239082,3.10E+11,1.04E+11,118.1582281,4.647,1.072591783,0.319
ADANIPOWER.NS,139.926,10.536706,311.196,524.25,528.8,524.25,538.8,1329169,50.4,7.752124646,1.51E+11,3.24E+11,4.72E+11,79.901,139.926,1.072591783,0.673
ASHOKLEY.NS,154.866,20.574072,0.756,166.85,166.8,166.05,168.45,11267787,8.1,7.752124646,71913848832,3.44E+11,4.54E+11,306.526,154.866,0.752,0.067
AUBANK.NS,93.053,23.808016,-0.045,565.95,564,561.25,568.9,2314052,23.7,7.752124646,12331239082,53441257472,62094905344,118.1582281,93.053,-0.049,0.142
CANBK.NS,303.438,7.092563,0.25,563.9,563.9,563.45,577.5,5818070,80.81,0.28,12331239082,8.85E+11,5.50E+11,118.1582281,303.438,0.249,0.303
TRENT.NS,316.618,166.67792,1.242,4001.85,4010,3921.95,4025,677918,23.69,4.12,12608050176,48393302016,1.13E+11,161.565,316.618,1.24,0.505
AARTIIND.NS,172.506,54.92875,-0.092,648.5,649.2,645.2,658.55,795497,11.93,7.752124646,9319999488,32070000640,62555799552,63.757,172.506,-0.093,0.039
HONAUT.NS,4475.42,70.922646,0.206,37051.65,37025,36617.75,37449.95,2599,527.29,7.752124646,5381349888,259000000,39571898368,0.777,4475.42,0.205,0.053
UNITDSPR.BO,368.6800454,373.71457,1.272780739,1110.1,1105.05,1105.05,1144.25,20127,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
VBL.NS,123.486,88.47949,0.765,1400.25,1400,1382.05,1407.6,1269066,15.85,2.82,37467398144,54313099264,1.60E+11,76.663,123.486,0.785,0.205
DALBHARAT.NS,761.725,33.331917,0.289,1922.15,1920,1907.6,1970.8,219824,58.78,7.752124646,26812499968,53989998592,1.43E+11,33.507,761.725,0.29,0.073
BOSCHLTD.BO,5548.355,38.313988,0.621,30068.2,30073,29890.85,30412,1563,787.36,7.752124646,21170999296,460000000,1.64E+11,0.397,5548.355,0.621,0.149
POLYCAB.NS,1118.851,44.44555,0.154,4986.55,4996.95,4850,5037.65,593918,110.47,1.52,23023050752,1660060032,1.68E+11,2.164,1118.851,0.15,0.168
MFSL.NS,1206.44,75.76645,-0.34,952,956.75,932,956.75,691009,12.46,1.57,6751671296,8085000192,4.16E+11,19.075,1206.44,-0.34,0.389
TATAELXSI.NS,560.479,59.878136,0.06,7704.75,7655.55,7616.95,7689.8,63673,128.01,7.752124646,10022665216,2373092096,34905858048,11.32,560.479,0.06,0.118
CONCOR.NS,139.711,43.296757,0.124,873.2,873.2,865.15,880.95,999386,20.05,2.07,17611624448,8211299840,85126103040,7.016,139.711,0.124,0.103
MINDAIND.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
YESBANK.NS,3.774,68.28571,3.405,23.4,23.4,23.2,24.2,261103586,0.35,2.46,12331239082,7.99E+11,1.10E+11,118.1582281,3.774,3,0.174
PETRONET.BO,351.975,11.097561,0.014,258.8,259,256.25,261,95758,23.37,7.752124646,49580351488,31866200064,5.28E+11,19.33,351.975,0.014,-0.065
COFORGE.NS,1468.188,49.50496,0.043,5706.75,5601.15,5462.15,5639.3,1055752,111.91,1.94,12060749824,12092999680,89904996352,35.282,1468.188,0.037,0.13
BHARATFORG.NS,325.261,61.72498,2.207,1102,1102,1101.3,1133.6,1129726,18.29,7.752124646,22657427456,75071881216,1.51E+11,106.843,325.261,2.191,0.153
DEEPAKNTR.NS,551.095,37.31267,-0.033,2149.85,2160,2148.15,2183.3,225135,57.92,7.752124646,11837375488,669000000,75169800192,1.541,551.095,-0.034,0.009
OFSS.NS,716.91,34.130142,0.694,8410.2,8292.1,8140,8448,288022,245.5,7.752124646,26646130688,512470016,62010490880,0.704,716.91,0.688,0.258
PERSISTENT.NS,1262.136,59.523598,0.202,8204.85,7979.95,7862,8085,516759,133.92,1.08,15595750400,5077250048,94855331840,10.505,1262.136,0.195,0.152
ADANIENT.BO,944.163,101.023094,1.303,3065.5,3077.95,3053.4,3128.35,38834,30.74,7.752124646,1.11E+11,5.71E+11,1.08E+12,136.906,944.163,1.298,0.065
MOTHERSUMI.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
UPL.BO,685.725,inf,1.272780739,455.65,456.85,456,474.3,280392,-7.66,7.752124646,52617498624,3.49E+11,4.56E+11,102.051,685.725,1.072591783,-0.277
RELAXO.NS,117.883,102.06387,0.281,831.2,832,828.5,837.45,59142,8.14,-6.47,3527300096,2249499904,29317900288,11.854,117.883,0.273,0.047
TIINDIA.NS,1067.475,86.206535,1.253,3707.1,3721,3675,3772.05,121212,43.43,1.84,19501875200,20231299072,1.57E+11,35.01,1067.475,2.35,0.146
PETRONET.NS,351.975,11.097561,0.014,258.65,258.65,256.3,261.25,4162319,23.37,1.19,49580351488,31866200064,5.28E+11,19.33,351.975,0.014,-0.065
ABBOTINDIA.BO,2707.524,50.251553,0.26,27707.75,27829.65,26811.05,27971.65,720,538.86,7.752124646,13658125312,915400000,57533599744,2.944,2707.524,0.26,0.083
PGHH.BO,1234.541,70.92064,0.103,16399.45,16599.95,16459.1,16768.45,170,233.37,7.752124646,9657100288,35800000,40073998336,0.34,1234.541,0.103,-0.003
OBEROIRLTY.NS,113.919,32.469704,-0.487,1424.75,1424.95,1421.5,1458.65,936379,44.56,0.61,19851071488,33577500672,41424416768,26.146,113.919,-0.487,-0.353
SRTRANSFIN.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
IGL.NS,201.452,14.836449,0.427,412.75,413,407.25,416.45,1812629,27.82,0.74,22772199424,843600000,1.41E+11,0.937,201.452,0.423,-0.042
PFC.NS,106.884,6.8686423,0.225,386.75,384.35,379,394.8,13730331,57.02,1.02,12331239082,8.46E+12,3.53E+11,661.422,106.884,0.225,0.065
YESBANK.BO,3.774,68.314285,3.405,23.41,23.4,23.23,24.2,36372949,0.35,0.6,12331239082,7.99E+11,1.10E+11,118.1582281,3.774,3,0.174
KANSAINER.NS,96.045,18.695198,0.403,267.85,269,267.4,272.2,321831,14.37,7.752124646,9851875328,3232699904,77656399872,6.06,96.045,0.404,0.05
PIIND.BO,493.785,36.230446,0.275,3753.95,3742.1,3740.9,3802.35,15002,104.84,7.752124646,18504749056,1808999936,74904002560,2.266,493.785,0.275,0.176
MRF.NS,58164.04,27.472511,1.915,131583.6,131700,130500,132749.9,11038,4779.43,1.04,40563101696,31353200640,2.47E+11,19.805,58164.04,1.916,0.092
NHPC.NS,9.732,25.772728,-0.268,84.1,83.55,83.55,86.55,76331726,3.3,7.752124646,50532823040,3.23E+11,97727897600,73.33,9.732,-0.269,-0.204
DIXON.NS,2743.722,119.0422,0.858,7067.75,7040,7027,7189.85,226614,60.19,2.6,6375824896,5994500096,1.61E+11,40.612,2743.722,0.87,1.004
ADANITRANS.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
ABCAPITAL.NS,93.14,16.467545,-0.775,173.45,173.4,173.2,176.3,3250302,10.63,0.89,12331239082,9.92E+11,2.34E+11,375.213,93.14,-0.792,-0.199
LALPATHLAB.NS,261.493,53.76989,0.54,2076.8,2115,2065.2,2132.7,310957,39.59,2.03,5648327680,2992000000,21721819136,16.566,261.493,0.537,0.101
ZEEL.NS,91.595,118.70833,1.408,140.9,140.9,140.5,144.8,15294139,1.2,0.7,7096800256,2515399936,85793701888,2.331,91.595,1.44,-0.031
UNIONBANK.NS,64.871,7.8567643,0.602,146.8,148.5,147.6,150.85,18090205,18.85,0.63,12331239082,3.73E+11,4.56E+11,118.1582281,64.871,0.477,0.264
IDFCFIRSTB.NS,27.485,17.421875,0.187,77.9,78,77.75,78.95,22329833,4.48,7.752124646,12331239082,5.32E+11,1.83E+11,118.1582281,27.485,0.051,0.291
TVSMOTOR.NS,784.859,59.529755,0.591,2055.05,2062,2034.5,2085,833468,34.45,7.752124646,49203625984,2.51E+11,3.73E+11,359.015,784.859,0.592,0.255
ALKEM.BO,1056.655,36.49574,0.308,4798.6,4835,4770,4894.6,1025,131.34,7.752124646,21934125056,14429599744,1.26E+11,14.113,1056.655,0.308,0.093
ACC.BO,1029.935,56.18527,3.751,2438,2438,2417,2454.55,3065,43.45,7.752124646,24700059648,4068199936,1.93E+11,2.745,1029.935,3.75,0.083
FLUOROCHEM.NS,422.31,51.54424,-0.757,3099.8,3111,3075,3149,146307,60.58,7.752124646,11789719552,16643099648,46192214016,28.94,422.31,-0.758,-0.301
GLAXO.NS,195.513,62.898113,-0.722,1986.3,1987,1939,1995,267324,31.21,3.3,7992893952,213800000,33113630720,1.389,195.513,-0.722,0.004
SCHAEFFLER.NS,463.758,51.280045,-0.093,2960.6,2977.9,2918.2,2988.05,16860,57.42,7.752124646,13212000256,511000000,72509095936,1.063,463.758,-0.095,0.045
PEL.BO,395.526,inf,1.272780739,840.8,849.75,840.8,868,29130,-87.58,1.2,12331239082,4.98E+11,92831096832,173.458,395.526,1.072591783,-0.106
IRFC.NS,4.757,30.508657,-0.018,135.25,135.95,135,145.2,112135490,4.62,7.752124646,12331239082,4.14E+12,62182850560,857.228,4.757,-0.016,-0.016
JUBLFOOD.BO,81.157,135.2388,-0.182,450.5,449.8,447.35,456,83195,3.35,1.02,7996689920,26078760960,53511380992,124.941,81.157,-0.18,0.035
APOLLOHOSP.BO,1280.956,116.28879,0.598,6184.45,6184.4,6175,6390,11793,54.78,7.752124646,20609748992,48888999936,1.84E+11,71.084,1280.956,0.599,0.138
OFSS.BO,716.91,34.013607,0.694,8412.45,8212.5,8143.85,8445.55,8189,246.2,7.752124646,26646130688,512470016,62010490880,0.704,716.91,0.688,0.258
3MINDIA.NS,3675.874,63.290974,0.084,30049.25,30200,30144.5,30900,2103,485.51,7.752124646,7513483264,238074000,41408552960,1.294,3675.874,0.084,0.013
IPCALAB.NS,283.369,53.75506,0.668,1174.15,1176.4,1170.2,1209.15,748804,22.25,1.1,11135850496,19874600960,71874502656,26.286,283.369,0.668,0.328
LAURUSLABS.NS,92.604,114.97109,-0.886,383.9,381.75,381.65,400.95,2122793,3.46,7.752124646,8449999872,21343299584,49820598272,52.79,92.604,-0.886,-0.226
CROMPTON.NS,111.958,39.844673,-0.025,269.75,268.75,261.25,271.7,11215105,6.76,7.752124646,7352800256,10194199552,71427702784,32.006,111.958,-0.029,0.116
SUPREMEIND.NS,765.511,46.51243,0.22,3957.85,3930,3880.05,3961.95,85024,84.5,7.752124646,15279200256,437400000,97246699520,0.95,765.511,0.22,0.06
TORNTPOWER.NS,555.394,33.3329,-0.474,1244.45,1244.45,1226,1296.7,1172019,38.51,7.752124646,44575473664,1.07E+11,2.67E+11,86.466,555.394,-0.474,-0.012
GMRINFRA.NS,13.774,inf,1.272780739,79.1,79.15,78,79.6,9765523,-1.46,7.752124646,21907150848,3.15E+11,82171002880,5680.539,13.774,1.072591783,0.261
KANSAINER.BO,96.045,18.685675,0.403,268.2,271.9,267.15,272,51906,14.38,7.752124646,9851875328,3232699904,77656399872,6.06,96.045,0.404,0.05
HINDPETRO.BO,3000.567,3.9715629,0.605,472.3,474.85,470.9,483.55,209012,119.21,-1.16,2.47E+11,5.80E+11,4.26E+12,128.755,3000.567,0.602,0.011
CLEAN.NS,73.468,54.65301,-0.253,1296.85,1300,1298,1322.85,87145,23.92,7.752124646,3432244992,31220000,7808180224,0.286,73.468,-0.253,-0.18
IPCALAB.BO,283.369,53.765152,0.668,1173.2,1187.95,1174,1209.15,13594,22.27,7.752124646,11135850496,19874600960,71874502656,26.286,283.369,0.668,0.328
IGL.BO,201.452,14.838245,0.427,412.45,413,407.5,416.25,120497,27.82,7.752124646,22772199424,843600000,1.41E+11,0.937,201.452,0.423,-0.042
ABFRL.NS,140.259,inf,1.272780739,206.35,206.25,205,207.75,1651225,-6.14,-18.29,1590899968,1.02E+11,1.35E+11,292.392,140.259,1.072591783,0.161
JKCEMENT.NS,1453.023,46.510258,6.28,4107.25,4127,4083.05,4142,89157,88.23,0.31,18203471872,53590589440,1.12E+11,110.975,1453.023,1.072591783,0.207
ATUL.NS,1595.853,48.309895,-0.325,5900.55,5870,5864.75,5935,49933,121.59,1.31,6334900224,1616000000,47086800896,3.265,1595.853,-0.325,-0.103
MRF.BO,58164.04,27.472506,1.915,131639.05,131247.4,130592.65,132715.05,390,4780.21,7.752124646,40563101696,31353200640,2.47E+11,19.805,58164.04,1.916,0.092
TRIDENT.NS,13.308,46.01191,-0.246,37,37.25,37.1,39.8,41477472,0.84,7.752124646,9214999552,16638100480,66998198272,40.094,13.308,-0.241,0.118
RECLTD.NS,66.569,9.2501,0.135,450.25,447.95,444,464.75,12527781,49.74,0.75,12331239082,4.66E+12,1.75E+11,714.082,66.569,0.135,0.101
CGPOWER.NS,50.748,91.77226,2.281,541.4,541.4,520.2,541.4,8794659,5.84,3.12,10889324544,169300000,77570498560,0.76,50.748,2.289,0.115
BALKRISIND.BO,465.756,35.33385,1.818,2312.4,2324.95,2261.6,2324.95,7428,64.4,7.752124646,20845549568,29159999488,90039599104,35.453,465.756,1.816,0.05
HATSUN.NS,347.521,99.99538,0.236,1090.45,1092,1079,1107.4,11549,10.83,7.752124646,7209416192,19734919168,77329940480,134.688,347.521,0.217,0.113
GODREJPROP.BO,117.114,93.443474,0.06,2224.3,2248.95,2220.9,2257.35,15724,24.06,1.41,763550016,1.03E+11,32558000128,108.215,117.114,0.062,0.684
SUNDARMFIN.NS,300.383,27.701645,0.284,4027.5,4053.95,3982.35,4085,113030,145.43,7.752124646,12331239082,4.15E+11,33099599872,304.46,300.383,0.284,0.231
TATACOMM.BO,696.368,56.182404,-0.886,1908.4,1925.9,1901.25,1930,13793,34.21,1.98,36509249536,88123703296,1.98E+11,605.424,696.368,-0.886,0.244
HONAUT.BO,4475.42,70.92223,0.206,37025.35,36997.55,36626.05,37478.3,56,527.14,-66.4,5381349888,259000000,39571898368,0.777,4475.42,0.205,0.053
WHIRLPOOL.BO,533.548,77.501564,0.134,1254.7,1254,1231.15,1254,3551,15.97,7.752124646,3558625024,1553799936,67684499456,4.169,533.548,0.047,0.179
CUMMINSIND.NS,310.774,53.190563,0.206,2898.25,2907,2872.55,2948,568673,55.1,7.752124646,17764825088,2774799872,86150299648,4.564,310.774,0.206,0.163
IDEA.BO,9.045,inf,1.272780739,12.83,12.82,12.8,13.57,70205412,-6.2,-0.31,1.05E+11,2.41E+12,4.25E+11,118.1582281,9.045,1.072591783,0.006
MPHASIS.BO,701.662,28.985691,-0.094,2438.65,2393.1,2308,2403.65,15710,82.47,7.752124646,21798819840,15803310080,1.32E+11,19.978,701.662,-0.098,-0.048
GLAXO.BO,195.513,62.890774,-0.722,1990.55,1994.05,1939.25,1994.9,7903,31.22,7.752124646,7992893952,213800000,33113630720,1.389,195.513,-0.722,0.004
UBL.BO,293.282,135.08984,1.272780739,1721.15,1724.95,1710.25,1740.8,3221,12.8,7.752124646,6052024832,154000000,77551796224,0.383,293.282,1.072591783,0.131
PNB.BO,33.467,17.705627,2.435,121.05,121.2,120.1,123.25,2104173,6.93,7.752124646,12331239082,8.33E+11,3.69E+11,118.1582281,33.467,2.453,0.308
NMDC.BO,70.531,9.275956,0.627,207.95,206.95,202,206.95,784258,21.96,7.752124646,74048299008,21433499648,2.07E+11,8.748,70.531,0.627,0.454
SRF.BO,450.311,51.281662,-0.504,2538.1,2564.95,2531.95,2600,22669,49.74,7.752124646,27520499712,49761001472,1.33E+11,45.855,450.311,-0.504,-0.12
ISEC.NS,110.135,17.12332,0.658,761.55,762,741.6,764.25,752517,43.87,7.752124646,12331239082,1.24E+11,35578699776,379.137,110.135,0.652,0.466
RUCHI.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
BAJAJHLDNG.BO,53.666,15.847781,0.279,8198.75,8100.6,8100.6,8430.15,458,530.03,7.752124646,4372624896,780400000,5973199872,0.134,53.666,0.28,0.142
SYNGENE.NS,88.984,56.190666,0.016,685.25,689.2,686.4,701.65,613091,12.43,2.01,10385500160,8329999872,35661000704,21.409,88.984,0.022,0.086
ESCORTS.NS,827.972,29.412426,0.571,2763.15,2760,2741.55,2776.5,115843,93.52,-48.78,11409524736,533200000,89705701376,0.618,827.972,0.568,0.022
INDHOTEL.NS,46.518,67.60316,0.181,563.4,562.9,554.5,564.7,2340867,8.24,7.752124646,20594024448,27176200192,66126700544,30.275,46.518,0.182,0.172
RAJESHEXPO.NS,10319.448,11.467982,-0.971,286.55,286.7,282,288.95,539686,24.83,7.752124646,9385678848,6267619840,3.05E+12,4.117,10319.448,-0.971,-0.307
